sample_id,source_id,algorithm_family,label,trojan_type,fold_iid_r0,fold_iid_r1,fold_iid_r2,holdout_family
tampered_deutsch_jozsa_triggered_v1_000173,benign_deutsch_jozsa_v1_000173,deutsch_jozsa,tampered,triggered,2,3,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000174,benign_deutsch_jozsa_v1_000174,deutsch_jozsa,tampered,triggered,3,3,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000175,benign_deutsch_jozsa_v1_000175,deutsch_jozsa,tampered,triggered,4,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000176,benign_deutsch_jozsa_v1_000176,deutsch_jozsa,tampered,triggered,0,0,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000177,benign_deutsch_jozsa_v1_000177,deutsch_jozsa,tampered,triggered,0,0,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000178,benign_deutsch_jozsa_v1_000178,deutsch_jozsa,tampered,triggered,0,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000179,benign_deutsch_jozsa_v1_000179,deutsch_jozsa,tampered,triggered,1,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000180,benign_deutsch_jozsa_v1_000180,deutsch_jozsa,tampered,triggered,4,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000181,benign_deutsch_jozsa_v1_000181,deutsch_jozsa,tampered,triggered,0,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000182,benign_deutsch_jozsa_v1_000182,deutsch_jozsa,tampered,triggered,2,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000183,benign_deutsch_jozsa_v1_000183,deutsch_jozsa,tampered,triggered,1,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000184,benign_deutsch_jozsa_v1_000184,deutsch_jozsa,tampered,triggered,0,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000185,benign_deutsch_jozsa_v1_000185,deutsch_jozsa,tampered,triggered,4,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000186,benign_deutsch_jozsa_v1_000186,deutsch_jozsa,tampered,triggered,3,1,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000187,benign_deutsch_jozsa_v1_000187,deutsch_jozsa,tampered,triggered,4,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000188,benign_deutsch_jozsa_v1_000188,deutsch_jozsa,tampered,triggered,4,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000189,benign_deutsch_jozsa_v1_000189,deutsch_jozsa,tampered,triggered,1,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000190,benign_deutsch_jozsa_v1_000190,deutsch_jozsa,tampered,triggered,4,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000191,benign_deutsch_jozsa_v1_000191,deutsch_jozsa,tampered,triggered,3,1,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000192,benign_deutsch_jozsa_v1_000192,deutsch_jozsa,tampered,triggered,4,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000193,benign_deutsch_jozsa_v1_000193,deutsch_jozsa,tampered,triggered,3,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000194,benign_deutsch_jozsa_v1_000194,deutsch_jozsa,tampered,triggered,2,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000195,benign_deutsch_jozsa_v1_000195,deutsch_jozsa,tampered,triggered,1,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000196,benign_deutsch_jozsa_v1_000196,deutsch_jozsa,tampered,triggered,4,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000197,benign_deutsch_jozsa_v1_000197,deutsch_jozsa,tampered,triggered,1,0,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000198,benign_deutsch_jozsa_v1_000198,deutsch_jozsa,tampered,triggered,3,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000199,benign_deutsch_jozsa_v1_000199,deutsch_jozsa,tampered,triggered,0,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000200,benign_deutsch_jozsa_v1_000200,deutsch_jozsa,tampered,triggered,4,0,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000201,benign_deutsch_jozsa_v1_000201,deutsch_jozsa,tampered,triggered,0,4,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000202,benign_deutsch_jozsa_v1_000202,deutsch_jozsa,tampered,triggered,2,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000203,benign_deutsch_jozsa_v1_000203,deutsch_jozsa,tampered,triggered,0,3,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000204,benign_deutsch_jozsa_v1_000204,deutsch_jozsa,tampered,triggered,4,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000205,benign_deutsch_jozsa_v1_000205,deutsch_jozsa,tampered,triggered,3,4,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000206,benign_deutsch_jozsa_v1_000206,deutsch_jozsa,tampered,triggered,1,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000207,benign_deutsch_jozsa_v1_000207,deutsch_jozsa,tampered,triggered,0,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000208,benign_deutsch_jozsa_v1_000208,deutsch_jozsa,tampered,triggered,0,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000209,benign_deutsch_jozsa_v1_000209,deutsch_jozsa,tampered,triggered,2,0,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000210,benign_deutsch_jozsa_v1_000210,deutsch_jozsa,tampered,triggered,0,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000211,benign_deutsch_jozsa_v1_000211,deutsch_jozsa,tampered,triggered,1,1,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000212,benign_deutsch_jozsa_v1_000212,deutsch_jozsa,tampered,triggered,3,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000213,benign_deutsch_jozsa_v1_000213,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000214,benign_deutsch_jozsa_v1_000214,deutsch_jozsa,tampered,triggered,2,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000215,benign_deutsch_jozsa_v1_000215,deutsch_jozsa,tampered,triggered,1,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000216,benign_deutsch_jozsa_v1_000216,deutsch_jozsa,tampered,triggered,3,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000217,benign_deutsch_jozsa_v1_000217,deutsch_jozsa,tampered,triggered,2,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000218,benign_deutsch_jozsa_v1_000218,deutsch_jozsa,tampered,triggered,2,0,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000219,benign_deutsch_jozsa_v1_000219,deutsch_jozsa,tampered,triggered,2,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000220,benign_deutsch_jozsa_v1_000220,deutsch_jozsa,tampered,triggered,2,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000221,benign_deutsch_jozsa_v1_000221,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000222,benign_deutsch_jozsa_v1_000222,deutsch_jozsa,tampered,triggered,0,2,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000223,benign_deutsch_jozsa_v1_000223,deutsch_jozsa,tampered,triggered,1,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000224,benign_deutsch_jozsa_v1_000224,deutsch_jozsa,tampered,triggered,2,1,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000225,benign_deutsch_jozsa_v1_000225,deutsch_jozsa,tampered,triggered,3,4,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000226,benign_deutsch_jozsa_v1_000226,deutsch_jozsa,tampered,triggered,4,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000227,benign_deutsch_jozsa_v1_000227,deutsch_jozsa,tampered,triggered,1,0,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000228,benign_deutsch_jozsa_v1_000228,deutsch_jozsa,tampered,triggered,2,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000229,benign_deutsch_jozsa_v1_000229,deutsch_jozsa,tampered,triggered,1,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000230,benign_deutsch_jozsa_v1_000230,deutsch_jozsa,tampered,triggered,4,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000231,benign_deutsch_jozsa_v1_000231,deutsch_jozsa,tampered,triggered,2,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000232,benign_deutsch_jozsa_v1_000232,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000233,benign_deutsch_jozsa_v1_000233,deutsch_jozsa,tampered,triggered,4,4,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000234,benign_deutsch_jozsa_v1_000234,deutsch_jozsa,tampered,triggered,3,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000235,benign_deutsch_jozsa_v1_000235,deutsch_jozsa,tampered,triggered,1,0,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000236,benign_deutsch_jozsa_v1_000236,deutsch_jozsa,tampered,triggered,2,0,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000237,benign_deutsch_jozsa_v1_000237,deutsch_jozsa,tampered,triggered,0,0,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000238,benign_deutsch_jozsa_v1_000238,deutsch_jozsa,tampered,triggered,0,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000239,benign_deutsch_jozsa_v1_000239,deutsch_jozsa,tampered,triggered,4,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000240,benign_deutsch_jozsa_v1_000240,deutsch_jozsa,tampered,triggered,1,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000241,benign_deutsch_jozsa_v1_000241,deutsch_jozsa,tampered,triggered,1,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000242,benign_deutsch_jozsa_v1_000242,deutsch_jozsa,tampered,triggered,4,0,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000243,benign_deutsch_jozsa_v1_000243,deutsch_jozsa,tampered,triggered,1,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000244,benign_deutsch_jozsa_v1_000244,deutsch_jozsa,tampered,triggered,3,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000245,benign_deutsch_jozsa_v1_000245,deutsch_jozsa,tampered,triggered,0,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000246,benign_deutsch_jozsa_v1_000246,deutsch_jozsa,tampered,triggered,2,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000247,benign_deutsch_jozsa_v1_000247,deutsch_jozsa,tampered,triggered,0,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000248,benign_deutsch_jozsa_v1_000248,deutsch_jozsa,tampered,triggered,1,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000249,benign_deutsch_jozsa_v1_000249,deutsch_jozsa,tampered,triggered,1,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000250,benign_deutsch_jozsa_v1_000250,deutsch_jozsa,tampered,triggered,2,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000251,benign_deutsch_jozsa_v1_000251,deutsch_jozsa,tampered,triggered,2,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000252,benign_deutsch_jozsa_v1_000252,deutsch_jozsa,tampered,triggered,1,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000253,benign_deutsch_jozsa_v1_000253,deutsch_jozsa,tampered,triggered,0,4,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000254,benign_deutsch_jozsa_v1_000254,deutsch_jozsa,tampered,triggered,2,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000255,benign_deutsch_jozsa_v1_000255,deutsch_jozsa,tampered,triggered,4,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000256,benign_deutsch_jozsa_v1_000256,deutsch_jozsa,tampered,triggered,2,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000257,benign_deutsch_jozsa_v1_000257,deutsch_jozsa,tampered,triggered,4,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000258,benign_deutsch_jozsa_v1_000258,deutsch_jozsa,tampered,triggered,3,4,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000259,benign_deutsch_jozsa_v1_000259,deutsch_jozsa,tampered,triggered,0,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000260,benign_deutsch_jozsa_v1_000260,deutsch_jozsa,tampered,triggered,1,2,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000261,benign_deutsch_jozsa_v1_000261,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000262,benign_deutsch_jozsa_v1_000262,deutsch_jozsa,tampered,triggered,3,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000263,benign_deutsch_jozsa_v1_000263,deutsch_jozsa,tampered,triggered,0,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000264,benign_deutsch_jozsa_v1_000264,deutsch_jozsa,tampered,triggered,2,1,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000265,benign_deutsch_jozsa_v1_000265,deutsch_jozsa,tampered,triggered,1,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000266,benign_deutsch_jozsa_v1_000266,deutsch_jozsa,tampered,triggered,0,0,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000267,benign_deutsch_jozsa_v1_000267,deutsch_jozsa,tampered,triggered,2,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000268,benign_deutsch_jozsa_v1_000268,deutsch_jozsa,tampered,triggered,0,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000269,benign_deutsch_jozsa_v1_000269,deutsch_jozsa,tampered,triggered,2,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000270,benign_deutsch_jozsa_v1_000270,deutsch_jozsa,tampered,triggered,2,4,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000271,benign_deutsch_jozsa_v1_000271,deutsch_jozsa,tampered,triggered,4,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000272,benign_deutsch_jozsa_v1_000272,deutsch_jozsa,tampered,triggered,1,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000273,benign_deutsch_jozsa_v1_000273,deutsch_jozsa,tampered,triggered,4,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000274,benign_deutsch_jozsa_v1_000274,deutsch_jozsa,tampered,triggered,3,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000275,benign_deutsch_jozsa_v1_000275,deutsch_jozsa,tampered,triggered,1,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000276,benign_deutsch_jozsa_v1_000276,deutsch_jozsa,tampered,triggered,1,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000277,benign_deutsch_jozsa_v1_000277,deutsch_jozsa,tampered,triggered,3,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000278,benign_deutsch_jozsa_v1_000278,deutsch_jozsa,tampered,triggered,3,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000279,benign_deutsch_jozsa_v1_000279,deutsch_jozsa,tampered,triggered,1,4,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000280,benign_deutsch_jozsa_v1_000280,deutsch_jozsa,tampered,triggered,2,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000281,benign_deutsch_jozsa_v1_000281,deutsch_jozsa,tampered,triggered,1,4,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000282,benign_deutsch_jozsa_v1_000282,deutsch_jozsa,tampered,triggered,2,3,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000283,benign_deutsch_jozsa_v1_000283,deutsch_jozsa,tampered,triggered,1,0,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000284,benign_deutsch_jozsa_v1_000284,deutsch_jozsa,tampered,triggered,0,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000285,benign_deutsch_jozsa_v1_000285,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000286,benign_deutsch_jozsa_v1_000286,deutsch_jozsa,tampered,triggered,2,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000287,benign_deutsch_jozsa_v1_000287,deutsch_jozsa,tampered,triggered,2,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000288,benign_deutsch_jozsa_v1_000288,deutsch_jozsa,tampered,triggered,1,3,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000289,benign_deutsch_jozsa_v1_000289,deutsch_jozsa,tampered,triggered,0,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000290,benign_deutsch_jozsa_v1_000290,deutsch_jozsa,tampered,triggered,0,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000291,benign_deutsch_jozsa_v1_000291,deutsch_jozsa,tampered,triggered,2,4,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000292,benign_deutsch_jozsa_v1_000292,deutsch_jozsa,tampered,triggered,0,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000293,benign_deutsch_jozsa_v1_000293,deutsch_jozsa,tampered,triggered,2,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000294,benign_deutsch_jozsa_v1_000294,deutsch_jozsa,tampered,triggered,2,3,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000295,benign_deutsch_jozsa_v1_000295,deutsch_jozsa,tampered,triggered,2,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000296,benign_deutsch_jozsa_v1_000296,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000297,benign_deutsch_jozsa_v1_000297,deutsch_jozsa,tampered,triggered,0,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000298,benign_deutsch_jozsa_v1_000298,deutsch_jozsa,tampered,triggered,1,2,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000299,benign_deutsch_jozsa_v1_000299,deutsch_jozsa,tampered,triggered,2,2,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000300,benign_deutsch_jozsa_v1_000300,deutsch_jozsa,tampered,triggered,1,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000301,benign_deutsch_jozsa_v1_000301,deutsch_jozsa,tampered,triggered,0,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000302,benign_deutsch_jozsa_v1_000302,deutsch_jozsa,tampered,triggered,4,3,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000303,benign_deutsch_jozsa_v1_000303,deutsch_jozsa,tampered,triggered,1,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000304,benign_deutsch_jozsa_v1_000304,deutsch_jozsa,tampered,triggered,3,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000305,benign_deutsch_jozsa_v1_000305,deutsch_jozsa,tampered,triggered,1,2,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000306,benign_deutsch_jozsa_v1_000306,deutsch_jozsa,tampered,triggered,3,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000307,benign_deutsch_jozsa_v1_000307,deutsch_jozsa,tampered,triggered,2,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000308,benign_deutsch_jozsa_v1_000308,deutsch_jozsa,tampered,triggered,4,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000309,benign_deutsch_jozsa_v1_000309,deutsch_jozsa,tampered,triggered,3,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000310,benign_deutsch_jozsa_v1_000310,deutsch_jozsa,tampered,triggered,3,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000311,benign_deutsch_jozsa_v1_000311,deutsch_jozsa,tampered,triggered,4,3,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000312,benign_deutsch_jozsa_v1_000312,deutsch_jozsa,tampered,triggered,1,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000313,benign_deutsch_jozsa_v1_000313,deutsch_jozsa,tampered,triggered,3,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000314,benign_deutsch_jozsa_v1_000314,deutsch_jozsa,tampered,triggered,1,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000315,benign_deutsch_jozsa_v1_000315,deutsch_jozsa,tampered,triggered,1,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000316,benign_deutsch_jozsa_v1_000316,deutsch_jozsa,tampered,triggered,4,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000317,benign_deutsch_jozsa_v1_000317,deutsch_jozsa,tampered,triggered,0,2,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000318,benign_deutsch_jozsa_v1_000318,deutsch_jozsa,tampered,triggered,4,3,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000319,benign_deutsch_jozsa_v1_000319,deutsch_jozsa,tampered,triggered,3,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000320,benign_deutsch_jozsa_v1_000320,deutsch_jozsa,tampered,triggered,0,2,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000321,benign_deutsch_jozsa_v1_000321,deutsch_jozsa,tampered,triggered,1,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000322,benign_deutsch_jozsa_v1_000322,deutsch_jozsa,tampered,triggered,2,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000323,benign_deutsch_jozsa_v1_000323,deutsch_jozsa,tampered,triggered,4,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000324,benign_deutsch_jozsa_v1_000324,deutsch_jozsa,tampered,triggered,3,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000325,benign_deutsch_jozsa_v1_000325,deutsch_jozsa,tampered,triggered,2,0,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000326,benign_deutsch_jozsa_v1_000326,deutsch_jozsa,tampered,triggered,2,3,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000327,benign_deutsch_jozsa_v1_000327,deutsch_jozsa,tampered,triggered,4,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000328,benign_deutsch_jozsa_v1_000328,deutsch_jozsa,tampered,triggered,3,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000329,benign_deutsch_jozsa_v1_000329,deutsch_jozsa,tampered,triggered,4,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000330,benign_deutsch_jozsa_v1_000330,deutsch_jozsa,tampered,triggered,2,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000331,benign_deutsch_jozsa_v1_000331,deutsch_jozsa,tampered,triggered,4,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000332,benign_deutsch_jozsa_v1_000332,deutsch_jozsa,tampered,triggered,2,0,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000333,benign_deutsch_jozsa_v1_000333,deutsch_jozsa,tampered,triggered,0,0,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000334,benign_deutsch_jozsa_v1_000334,deutsch_jozsa,tampered,triggered,3,3,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000335,benign_deutsch_jozsa_v1_000335,deutsch_jozsa,tampered,triggered,2,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000336,benign_deutsch_jozsa_v1_000336,deutsch_jozsa,tampered,triggered,0,0,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000337,benign_deutsch_jozsa_v1_000337,deutsch_jozsa,tampered,triggered,3,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000338,benign_deutsch_jozsa_v1_000338,deutsch_jozsa,tampered,triggered,1,2,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000339,benign_deutsch_jozsa_v1_000339,deutsch_jozsa,tampered,triggered,4,2,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000340,benign_deutsch_jozsa_v1_000340,deutsch_jozsa,tampered,triggered,0,0,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000341,benign_deutsch_jozsa_v1_000341,deutsch_jozsa,tampered,triggered,0,4,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000342,benign_deutsch_jozsa_v1_000342,deutsch_jozsa,tampered,triggered,3,3,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000343,benign_deutsch_jozsa_v1_000343,deutsch_jozsa,tampered,triggered,1,2,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000344,benign_deutsch_jozsa_v1_000344,deutsch_jozsa,tampered,triggered,2,1,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000345,benign_deutsch_jozsa_v1_000345,deutsch_jozsa,tampered,triggered,1,1,4,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000346,benign_deutsch_jozsa_v1_000346,deutsch_jozsa,tampered,triggered,3,1,2,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000347,benign_deutsch_jozsa_v1_000347,deutsch_jozsa,tampered,triggered,0,4,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000348,benign_deutsch_jozsa_v1_000348,deutsch_jozsa,tampered,triggered,3,1,3,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000349,benign_deutsch_jozsa_v1_000349,deutsch_jozsa,tampered,triggered,4,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000350,benign_deutsch_jozsa_v1_000350,deutsch_jozsa,tampered,triggered,1,1,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000351,benign_deutsch_jozsa_v1_000351,deutsch_jozsa,tampered,triggered,4,2,1,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000352,benign_deutsch_jozsa_v1_000352,deutsch_jozsa,tampered,triggered,4,3,0,deutsch_jozsa
tampered_deutsch_jozsa_triggered_v1_000353,benign_deutsch_jozsa_v1_000353,deutsch_jozsa,tampered,triggered,0,2,3,deutsch_jozsa
